name,user_score,critics,users,rating,rating_top,playtime,achievements_count,ratings_count,suggestions_count,game_series_count,reviews_count,added_status_yet,added_status_owned,added_status_beaten,added_status_toplay,added_status_dropped,added_status_playing,released_year,released_month,released_day,updated_year,updated_month,updated_day,is_in_top_100_publisher,is_in_top_100_developer,genery,platform,publisher,developer
Hades,9.0,50,335,4.51,5,6,49,277,580,0,286,123,1208,116,319,50,165,2020,9,17,2020,9,21,0,0,Action Adventure,PC,Supergiant Games,Supergiant Games
Prince of Persia: The Sands of Time,7.8,41,87,4.23,4,2,10,587,630,13,591,102,1022,658,42,135,8,2003,10,28,2019,9,17,1,0,Action Adventure,Xbox,Ubisoft Entertainment,Ubisoft
Call of Duty 4: Modern Warfare,8.5,40,3197,4.39,5,6,0,1026,600,24,1032,28,873,1333,36,74,15,2007,11,5,2020,9,30,0,0,Action,PC,Square Enix,Raven Software
Forza Horizon 4,8.1,88,1323,4.34,5,0,177,873,448,3,879,95,1790,201,227,230,261,2018,10,2,2020,12,15,1,0,Racing,Xbox Series S/X,Microsoft Studios,Playground Games
God of War III,8.8,101,3304,4.39,5,10,18,440,706,9,443,57,803,525,51,49,4,2010,3,16,2019,9,17,1,0,Action Adventure,PlayStation 3,Sony Computer Entertainment,SCE Studios Santa Monica
SSX Tricky,8.8,33,100,4.31,5,0,0,32,302,6,32,3,15,36,5,15,1,2001,11,5,2020,9,19,1,1,Sports,Game Boy Advance,EA Sports BIG,Electronic Arts Canada
NHL 2002,8.3,22,26,0.0,3,0,0,5,392,0,5,0,3,3,3,3,0,2001,9,1,2019,8,28,1,0,Sports,PC,Electronic Arts,Electronic Arts Canada
Guitar Hero II,8.1,55,236,4.13,4,10,50,83,286,0,84,2,235,80,1,20,0,2006,11,7,2019,9,17,1,1,Action,PlayStation 2,Activison,Harmonix Music Systems
Prince of Persia: The Sands of Time,8.8,44,327,4.23,4,2,10,587,630,13,591,102,1022,658,42,135,8,2003,10,28,2019,9,17,1,0,Action Adventure,Xbox,Ubisoft Entertainment,Ubisoft
Uncharted 3: Drake's Deception,8.4,97,4611,4.37,5,12,164,1425,668,6,1435,132,3339,1589,112,79,37,2011,11,1,2020,5,14,1,0,Action Adventure,PlayStation 3,Sony Computer Entertainment,Naughty Dog
Rock Band,8.0,72,187,4.16,4,33,50,117,561,0,117,3,441,90,1,24,0,2007,11,20,2019,9,17,1,0,Action,PlayStation 3,Electronic Arts,Harmonix Music Systems
Journey,8.3,45,2233,4.35,5,2,42,1735,297,0,1743,260,3443,1500,300,147,59,2012,3,13,2020,4,17,0,0,Action,iOS,Sony Computer Entertainment,Sony Interactive Entertainment
SSX 3,8.7,27,54,4.36,4,0,0,25,828,6,25,1,16,26,3,20,1,2003,10,21,2020,9,21,1,0,Sports,Xbox,Electronic Arts,Electronic Arts Canada
Banjo-Kazooie,9.1,19,472,4.29,5,2,12,197,668,3,197,30,659,111,20,63,15,1998,6,29,2020,8,7,0,0,Action,Xbox One,Microsoft Studios,Rare
Sid Meier's Gettysburg!,7.4,7,40,0.0,0,0,0,2,373,0,2,0,4,1,2,2,0,1997,1,1,2019,8,2,1,1,Strategy,PC,Electronic Arts,Firaxis
Celeste,8.5,36,835,4.39,5,6,35,993,394,0,1026,338,1206,675,357,238,217,2018,1,25,2019,10,21,0,0,Action,macOS,Matt Makes Games,Matt Makes Games
Rock Band 2,7.2,10,50,4.31,5,5,95,140,327,0,140,3,499,111,3,38,1,2008,9,14,2019,9,17,1,0,Action,Xbox 360,Electronic Arts,Harmonix Music Systems
Forza Motorsport,7.6,73,235,3.62,4,0,0,7,135,7,8,2,3,5,4,5,0,2005,5,3,2019,12,19,1,0,Driving,Xbox,Microsoft Studios,Microsoft Game Studios
Madden NFL 2004,7.6,27,52,0.0,4,0,0,5,342,0,5,0,4,5,1,3,0,2003,8,12,2019,8,28,1,0,Sports,PC,Electronic Arts,Electronic Arts Tiburon
Advance Wars,8.9,28,134,4.31,5,8,0,48,56,0,48,13,26,36,12,24,6,2001,9,10,2019,8,28,1,1,Strategy,Wii U,Nintendo,Intelligent Systems
What Remains of Edith Finch,7.7,12,203,4.38,5,3,37,1266,307,0,1281,274,2060,1203,334,68,34,2017,4,23,2020,7,4,1,0,Adventure,PC,Annapurna Interactive,Giant Sparrow
Team Fortress 2,9.1,17,6724,3.68,4,9,520,1922,545,2,1937,116,6729,513,24,1092,115,2007,10,10,2020,7,8,1,1,Action,PC,Valve,Valve Software
System Shock 2,9.1,20,638,4.16,5,2,0,291,457,2,295,287,2278,146,90,84,13,1999,8,10,2019,10,21,0,0,Action Adventure,macOS,Electronic Arts,Irrational Games
Final Fantasy XII,7.6,64,1432,4.19,4,0,0,73,98,16,73,16,35,69,10,29,3,2006,3,16,2019,9,3,1,1,Role-Playing,PlayStation 2,Square Enix,Square Enix
Undertale,6.9,18,755,4.34,5,5,1,1080,149,0,1093,327,2742,971,244,221,105,2015,9,14,2019,9,17,0,0,Role-Playing,Linux,8-4,8-4
Madden NFL 2003,7.4,13,18,0.0,0,0,0,2,354,0,2,1,3,1,2,3,0,2002,8,12,2019,9,12,1,0,Sports,PC,Electronic Arts,Electronic Arts Tiburon
The Witcher 3: Wild Hunt,9.2,79,15749,4.67,5,50,204,3939,688,6,3996,635,6766,2759,517,485,642,2015,5,18,2020,10,2,0,0,Action RPG,PC,CD PROJEKT RED,CD PROJEKT RED
Super Mario World: Super Mario Advance 2,9.0,28,185,4.37,5,0,0,18,60,17,19,6,11,17,8,3,0,2001,12,14,2020,10,15,1,1,Action,Wii U,Nintendo,Nintendo
Super Smash Bros. Melee,9.1,38,866,4.39,5,0,0,250,148,5,252,6,142,208,20,64,18,2001,11,21,2019,9,17,1,1,Action,GameCube,Nintendo,HAL Laboratory
Madden NFL 2003,7.2,16,18,0.0,0,0,0,2,354,0,2,1,3,1,2,3,0,2002,8,12,2019,9,12,1,0,Sports,PC,Electronic Arts,Electronic Arts Tiburon
Virtua Tennis,7.3,23,8,0.0,0,40,0,3,360,0,3,0,2,5,2,0,0,2002,3,22,2019,1,9,1,0,Sports,PC,SEGA,Hitmaker
Forza Motorsport 3,8.1,90,551,3.81,4,16,50,119,346,7,119,11,627,67,4,61,3,2009,10,22,2019,12,19,1,0,Driving,Xbox 360,Microsoft Studios,Turn 10 Studios
Undertale,8.4,43,4446,4.34,5,5,1,1080,149,0,1093,327,2742,971,244,221,105,2015,9,14,2019,9,17,0,0,Role-Playing,Linux,8-4,8-4
Batman: Arkham Asylum,8.8,78,1253,4.41,5,12,130,1508,657,4,1522,168,2028,1484,98,142,33,2009,8,25,2019,10,22,0,0,Action Adventure,macOS,Feral Interactive,Feral Interactive
Super Mario Sunshine,8.5,61,756,4.32,5,0,0,194,183,17,195,35,73,184,47,67,19,2002,8,25,2020,9,5,1,1,Action,Nintendo Switch,Nintendo,Nintendo
SSX 3,8.2,27,29,4.36,4,0,0,25,828,6,25,1,16,26,3,20,1,2003,10,21,2020,9,21,1,0,Sports,Xbox,Electronic Arts,Electronic Arts Canada
Tony Hawk's Pro Skater,8.8,18,110,4.35,5,0,0,81,439,4,82,3,38,76,5,30,2,1999,8,31,2020,9,6,1,1,Sports,Dreamcast,Activision Blizzard,Neversoft
Thief: The Dark Project,9.0,18,397,4.33,5,0,0,21,466,3,21,9,8,14,9,4,0,1998,12,2,2019,8,22,1,0,Action Adventure,PC,Eidos Interactive,Looking Glass Studios
Final Fantasy X,8.9,53,1673,4.38,5,0,0,242,218,16,244,34,87,259,43,66,14,2001,7,19,2020,5,17,0,0,Role-Playing,PC,Square,Square
Prince of Persia: The Sands of Time,8.1,33,63,4.23,4,2,10,587,630,13,591,102,1022,658,42,135,8,2003,10,28,2019,9,17,1,0,Action Adventure,Xbox,Ubisoft Entertainment,Ubisoft
Sid Meier's Alpha Centauri,8.8,19,249,4.19,5,1,0,20,248,0,21,1,15,14,5,10,0,1999,1,1,2019,8,2,1,1,Strategy,PC,Electronic Arts,Firaxis
Wave Race 64,8.3,13,104,0.0,0,4,0,1,325,0,1,0,2,1,0,2,0,2007,8,6,2020,2,19,1,1,Driving,Nintendo 64,Nintendo,Nintendo
Galactic Civilizations II: Twilight of the Arnor,8.3,19,138,0.0,0,0,0,3,445,0,3,0,1,3,0,2,0,2008,4,30,2019,1,9,1,1,Strategy,PC,Stardock Entertainment,Stardock Entertainment
Super Smash Bros. for Wii U,8.9,77,2035,4.12,4,0,0,24,226,0,24,2,12,29,1,10,3,2014,11,21,2019,8,18,1,0,Action,Wii U,Nintendo,Bandai Namco Entertainment
Guitar Hero II,8.4,69,146,4.13,4,10,50,83,286,0,84,2,235,80,1,20,0,2006,11,7,2019,9,17,1,1,Miscellaneous,PlayStation 2,Activison,Harmonix Music Systems
Final Fantasy VII,9.1,20,2118,4.45,5,3,121,656,1386,16,660,142,1570,509,108,155,77,1997,1,31,2020,9,19,0,0,Role-Playing,iOS,Microsoft Studios,Square Enix
Rock Band,8.1,35,124,4.16,4,33,50,117,561,0,117,3,441,90,1,24,0,2007,11,20,2019,9,17,1,0,Action,PlayStation 3,Electronic Arts,Harmonix Music Systems
Chrono Trigger,9.1,57,653,4.33,5,6,0,306,450,1,310,71,144,237,97,74,39,1995,3,11,2019,10,22,0,0,Role-Playing,Wii,Square Enix,Sony Interactive Entertainment
Bayonetta 2,8.5,31,442,4.33,5,0,0,212,598,3,218,92,92,197,128,22,18,2014,9,20,2019,9,17,1,1,Action Adventure,Wii U,Nintendo,Platinum Games
Journey,8.8,78,1517,4.35,5,2,42,1735,297,0,1743,260,3443,1500,300,147,59,2012,3,13,2020,4,17,0,0,Action,iOS,Sony Computer Entertainment,Sony Interactive Entertainment
Xenoblade Chronicles,9.2,59,1337,4.35,5,14,0,91,420,5,93,30,45,71,33,24,15,2010,6,10,2019,9,17,1,0,Role-Playing,Nintendo 3DS,Nintendo,Monolith Soft
Conker's Bad Fur Day,9.0,19,355,4.18,4,0,0,48,339,0,50,6,13,46,15,21,4,2001,3,5,2019,8,28,0,1,Action,Nintendo 64,THQ,Rare
Medal of Honor,8.8,17,156,3.23,3,2,101,468,644,7,469,127,2542,450,29,118,0,2010,10,12,2019,9,17,1,0,Action,PlayStation 3,Electronic Arts,Sony Interactive Entertainment
Rock Band 2,8.1,69,164,4.31,5,5,95,140,327,0,140,3,499,111,3,38,1,2008,9,14,2019,9,17,1,0,Action,Xbox 360,Electronic Arts,Harmonix Music Systems
Mario Kart 8 Deluxe,8.6,95,1952,4.4,5,0,0,654,341,10,665,28,264,477,118,168,219,2017,4,27,2019,11,19,1,1,Other,Nintendo Switch,Nintendo,Nintendo
The ICO & Shadow of the Colossus Collection,8.7,58,658,4.42,5,0,0,25,504,6,26,12,16,23,15,4,0,2011,9,22,2020,10,9,1,0,Miscellaneous,PlayStation 3,Sony Computer Entertainment,Sony Interactive Entertainment
Rayman Origins,8.5,13,172,4.12,4,2,147,525,540,4,529,143,1696,401,44,174,29,2011,11,15,2020,8,3,0,0,Action,Xbox One,Ubisoft Entertainment,Feral Interactive
Metroid Prime 2: Echoes,8.8,60,387,4.37,5,0,0,52,330,2,52,20,37,49,30,13,3,2004,11,15,2019,9,17,1,0,Action,Wii,Nintendo,Retro Studios
Out of the Park Baseball 17,3.3,8,237,2.9,3,4,63,10,285,0,10,20,240,2,0,7,0,2016,3,22,2019,9,17,0,0,Sports,Linux,Out of the Park Developments,Out of the Park Developments
Metroid Fusion,9.0,44,313,4.4,5,14,0,123,340,0,124,23,52,126,19,15,8,2002,11,17,2019,9,17,1,1,Action Adventure,Game Boy Advance,Nintendo,Nintendo
The Witcher 3: Wild Hunt - Blood and Wine,9.3,50,3088,4.75,5,0,0,334,660,0,336,56,122,312,38,8,29,2016,5,30,2020,4,7,0,0,Role-Playing,PC,CD PROJEKT RED,CD PROJEKT RED
Rayman Legends,8.7,35,539,4.15,4,5,294,1121,491,4,1128,252,3187,592,94,378,100,2013,8,29,2019,11,21,1,1,Action,PC,Ubisoft Entertainment,Ubisoft
Tiger Woods PGA Tour 2003,5.1,14,37,0.0,0,0,0,2,364,0,2,0,3,1,2,2,0,2002,10,27,2019,1,9,1,1,Sports,PC,Electronic Arts,Electronic Arts Sports
Madden NFL 2005,7.4,39,30,0.0,0,0,0,1,299,0,1,0,4,0,1,3,0,2004,8,9,2019,8,28,1,1,Sports,Nintendo DS,Electronic Arts,Electronic Arts Tiburon
Rock Band 2,8.0,24,98,4.31,5,5,95,140,327,0,140,3,499,111,3,38,1,2008,9,14,2019,9,17,1,0,Action,Xbox 360,Electronic Arts,Harmonix Music Systems
Dark Souls II,7.9,30,1035,4.07,4,45,76,473,651,2,477,91,1159,397,78,145,17,2014,3,11,2020,7,26,0,1,Action RPG,PC,Bandai Namco Entertainment,BANDAI NAMCO Entertainment America
Dishonored,8.4,29,4336,4.36,5,11,222,1646,688,2,1658,276,3132,1790,195,364,63,2012,9,25,2020,6,3,1,0,Action Adventure,PC,Bethesda Softworks,Bethesda Softworks
ESPN NFL Football,8.5,20,25,0.0,0,0,0,0,0,0,0,0,2,0,0,0,0,2003,9,3,2019,6,24,1,1,Sports,Xbox,SEGA,Visual Concepts
LittleBigPlanet 2,8.6,86,754,4.03,4,5,74,328,384,4,328,24,1234,254,14,101,2,2011,1,18,2019,9,17,1,0,Action,PlayStation 3,Sony Computer Entertainment,Sony Interactive Entertainment
INSIDE,8.5,30,182,4.4,5,4,42,1610,327,0,1633,275,2578,1544,342,113,38,2016,6,28,2020,7,4,0,0,Action,iOS,Playdead,Playdead
Guitar Hero,8.6,65,203,3.9,4,0,0,48,226,0,48,1,12,46,1,16,0,2005,11,7,2019,9,12,1,1,Miscellaneous,PlayStation 2,Activison,Harmonix Music Systems
Rock Band 3,6.9,10,39,4.13,5,14,112,106,487,0,107,2,350,75,5,25,4,2010,8,11,2019,9,17,0,1,Action,PlayStation 3,Electronic Arts,Harmonix Music Systems
F1 Challenge '99-'02,7.5,8,77,0.0,0,0,0,3,363,0,3,0,3,4,1,4,0,2003,6,1,2019,1,9,1,0,Driving,PC,Electronic Arts,Image Space
Tony Hawk's Pro Skater 4,8.4,19,30,4.27,4,40,0,104,427,4,104,6,39,97,7,45,4,2002,10,23,2019,9,17,0,0,Sports,PC,Activision Blizzard,Vicarious Visions
Madden NFL 2001,7.5,25,10,0.0,0,0,0,1,321,0,1,0,4,2,2,2,0,2000,8,22,2019,8,28,1,0,Sports,PlayStation,Electronic Arts,Electronic Arts Tiburon
Baldur's Gate,8.9,16,759,4.35,5,76,0,111,516,0,112,19,43,97,31,38,3,1998,12,21,2020,5,7,0,0,Role-Playing,PC,Interplay Productions,BioWare
Bayonetta 2,8.9,80,1328,4.33,5,0,0,212,598,3,218,92,92,197,128,22,18,2014,9,20,2019,9,17,1,1,Action Adventure,Wii U,Nintendo,Platinum Games
The Witcher 3: Wild Hunt,9.2,13,4799,4.67,5,50,204,3939,688,6,3996,635,6766,2759,517,485,642,2015,5,18,2020,10,2,0,0,Action RPG,PC,CD PROJEKT RED,CD PROJEKT RED
Rock Band 3,8.1,34,101,4.13,5,14,112,106,487,0,107,2,350,75,5,25,4,2010,8,11,2019,9,17,0,1,Action,PlayStation 3,Electronic Arts,Harmonix Music Systems
Klonoa 2: Lunatea's Veil,8.7,18,113,4.42,5,0,0,11,0,4,12,2,5,8,3,1,0,2001,7,24,2019,9,12,1,1,Action,PlayStation 2,Namco,NAMCO
IL-2 Sturmovik,8.7,12,164,4.25,5,0,0,12,298,0,12,2,13,3,4,11,2,2001,11,1,2019,1,9,1,0,Simulation,PC,Ubisoft Entertainment,1C: Maddox Games
Mario Tennis,8.8,16,142,4.57,5,1,0,7,207,0,7,1,5,3,0,2,1,2010,6,28,2019,1,9,1,0,Sports,Nintendo 3DS,Nintendo,Nintendo
Colony Wars,8.2,12,21,0.0,0,0,0,1,282,0,1,1,4,1,1,2,0,1997,10,31,2019,9,12,0,0,Simulation,PlayStation,Psygnosis,SCE Studio Liverpool
Metal Gear Solid V: The Phantom Pain,7.8,13,2520,4.17,5,28,151,1785,527,6,1795,493,5157,1092,274,570,219,2015,9,1,2020,11,30,1,1,Action Adventure,PC,Konami,Konami Digital Entertainment
Ratchet & Clank: Up Your Arsenal,9.1,65,493,4.35,4,0,0,71,470,11,71,8,26,95,10,13,2,2004,11,3,2019,8,2,1,0,Action,PlayStation 3,Sony Computer Entertainment,Insomniac Games
Resident Evil,9.2,35,611,4.23,5,5,88,516,579,22,518,117,2421,342,69,118,31,1996,3,22,2020,8,30,1,1,Action Adventure,Nintendo Switch,Capcom,Capcom
FIFA Soccer 10,7.6,56,225,0.0,0,1,0,0,310,0,0,0,4,1,0,0,0,2009,10,20,2019,1,9,1,1,Sports,Nintendo DS,Electronic Arts,Electronic Arts Canada
Assassin's Creed II,8.6,70,1747,4.37,5,14,152,1763,613,13,1770,124,2747,1994,82,200,28,2009,11,17,2020,8,3,1,1,Action Adventure,PlayStation 3,Ubisoft Entertainment,Ubisoft Montreal
Metal Gear Solid 3: Snake Eater,9.1,68,1523,4.4,5,0,0,586,343,6,591,81,258,492,121,47,15,2004,11,17,2019,9,17,1,0,Action Adventure,Nintendo 3DS,Konami,Kojima Productions
Spyro: Year of the Dragon,8.9,15,345,4.41,5,0,0,108,311,3,108,18,49,129,14,35,1,2000,10,24,2019,11,15,1,0,Action,PS Vita,Sony Computer Entertainment,Sony Interactive Entertainment
Tomb Raider,8.4,13,237,4.03,4,0,0,167,562,17,169,28,86,145,13,99,4,1996,11,15,2020,9,6,1,0,Action Adventure,PSP,Eidos Interactive,Core Design
Sekiro: Shadows Die Twice,8.0,31,696,4.36,5,17,33,1168,419,0,1188,278,1934,639,903,294,227,2019,3,22,2019,9,17,0,1,Action Adventure,PlayStation 4,Activison,FromSoftware
Shadow of the Colossus,9.1,77,1325,4.37,5,0,0,317,214,6,318,49,146,259,101,63,6,2005,10,18,2020,10,9,1,0,Action Adventure,PlayStation 2,Sony Computer Entertainment,Team Ico
Forza Horizon 3,8.0,91,1130,4.35,5,0,723,453,439,3,456,35,1022,184,59,131,53,2016,9,27,2019,9,17,1,0,Racing,Xbox One,Microsoft Studios,Playground Games
Peggle,7.4,10,65,3.97,4,2,30,118,206,4,119,32,521,79,0,42,0,2007,2,27,2019,9,17,0,0,Miscellaneous,PC,PopCap Games,PopCap Games
Borderlands 2,8.2,25,996,4.05,4,10,302,2235,660,4,2246,388,7244,1495,114,788,188,2012,9,18,2020,8,7,1,0,Action,PC,2K Games,Aspyr Media
Sonic Mania Plus,8.0,24,292,4.07,4,0,0,28,145,0,28,7,16,20,30,8,4,2018,7,17,2019,9,2,1,0,Action,PlayStation 4,SEGA,Headcannon
Tom Clancy's Splinter Cell,8.5,20,408,4.2,4,2,37,296,431,6,296,87,789,312,34,84,4,2002,11,17,2020,9,7,0,0,Action Adventure,Xbox One,Ubisoft Entertainment,Ubisoft
Dead Cells,8.0,18,114,4.27,4,9,212,965,432,0,980,197,2072,339,396,352,258,2018,8,7,2019,10,21,0,0,Action,iOS,Plug In Digital,Plug In Digital
Crysis,8.1,56,2503,4.04,4,3,81,668,666,2,670,92,1698,779,52,161,21,2007,11,12,2020,5,14,1,0,Action,PC,Electronic Arts,Electronic Arts
MLB 10: The Show,8.2,33,112,0.0,0,0,0,2,357,14,2,0,3,2,0,1,0,2010,3,2,2019,1,9,1,0,Sports,PlayStation 2,Sony Computer Entertainment,SCE Studios San Diego
Shadow of the Colossus,7.8,100,2114,4.37,5,0,0,317,214,6,318,49,146,259,101,63,6,2005,10,18,2020,10,9,1,0,Action Adventure,PlayStation 2,Sony Computer Entertainment,Team Ico
Yoshi's Island: Super Mario Advance 3,8.9,26,162,4.06,4,2,0,17,57,0,18,5,16,14,4,4,2,2002,9,20,2019,1,9,1,1,Action,Wii U,Nintendo,Nintendo
The Witcher 3: Wild Hunt - Blood and Wine,9.1,27,1640,4.75,5,0,0,334,660,0,336,56,122,312,38,8,29,2016,5,30,2020,4,7,0,0,Role-Playing,PC,CD PROJEKT RED,CD PROJEKT RED
Tiger Woods PGA Tour 2005,3.9,16,49,0.0,0,0,0,2,349,0,2,0,4,1,1,0,0,2004,9,20,2019,8,28,1,1,Sports,Xbox,Electronic Arts,Electronic Arts Sports
ESPN NFL Football,7.8,25,51,0.0,0,0,0,0,0,0,0,0,2,0,0,0,0,2003,9,3,2019,6,24,1,1,Sports,Xbox,SEGA,Visual Concepts
The Longest Journey,8.7,26,523,4.32,5,1,0,146,566,2,148,74,668,132,43,28,9,1999,11,18,2019,9,17,1,0,Adventure,PC,Funcom,Funcom
Tony Hawk's Pro Skater 2,8.5,22,204,4.37,5,0,0,258,423,4,259,8,100,197,10,84,4,2000,9,19,2019,10,27,1,0,Sports,Dreamcast,Activision Blizzard,Aspyr Media
Batman: Arkham Asylum,8.7,29,2391,4.41,5,12,130,1508,657,4,1522,168,2028,1484,98,142,33,2009,8,25,2019,10,22,0,0,Action Adventure,macOS,Feral Interactive,Feral Interactive
Galactic Civilizations II: Dark Avatar,7.8,22,49,0.0,0,0,0,3,455,0,3,1,1,1,1,3,0,2007,2,8,2019,1,9,1,1,Strategy,PC,Stardock Entertainment,Stardock Entertainment
Mass Effect,8.7,74,1913,4.39,5,8,96,1771,546,5,1787,237,3411,1855,152,236,50,2007,11,16,2020,8,3,0,0,Role-Playing,Xbox One,Electronic Arts,BioWare
The Operative: No One Lives Forever,8.7,32,216,4.3,4,0,0,71,415,0,71,14,29,76,20,8,3,2000,11,1,2020,5,17,0,1,Action,PC,Sierra Entertainment,Monolith Productions
Crusader Kings III,8.4,59,297,4.31,5,8,113,76,247,2,78,34,516,16,81,32,49,2020,9,1,2020,7,6,1,0,Strategy,Linux,Paradox Interactive,Paradox Developement Studios
Forza Motorsport 4,8.3,83,673,3.82,4,65,58,130,375,7,130,12,556,57,3,58,5,2011,1,3,2019,12,19,1,0,Driving,Xbox 360,Microsoft Studios,Turn 10 Studios
Resident Evil,9.0,8,526,4.23,5,5,88,516,579,22,518,117,2421,342,69,118,31,1996,3,22,2020,8,30,1,1,Action Adventure,Nintendo Switch,Capcom,Capcom
Battlefield 2,8.4,55,1017,4.18,4,2,0,148,510,9,148,8,207,98,9,65,2,2005,6,21,2020,1,22,1,0,Action,PC,Electronic Arts,Digital Illusions
God of War Collection,8.7,50,678,4.16,4,9,0,24,574,9,25,11,17,34,13,4,4,2009,11,17,2019,8,2,1,0,Miscellaneous,PlayStation 3,Sony Computer Entertainment,Sony Interactive Entertainment
Celeste,7.2,7,321,4.39,5,6,35,993,394,0,1026,338,1206,675,357,238,217,2018,1,25,2019,10,21,0,0,Action,macOS,Matt Makes Games,Matt Makes Games
Madden NFL 2005,8.0,30,83,0.0,0,0,0,1,299,0,1,0,4,0,1,3,0,2004,8,9,2019,8,28,1,1,Sports,Nintendo DS,Electronic Arts,Electronic Arts Tiburon
Tony Hawk's Pro Skater 3,8.4,27,34,4.23,4,5,0,93,400,4,94,4,44,88,3,43,1,2001,10,28,2020,8,6,1,0,Sports,Xbox,Activision Blizzard,Gearbox Software
Fallout 3,7.8,48,4462,4.09,4,4,217,1279,644,7,1283,142,2497,1181,79,356,52,2008,10,28,2020,8,3,1,1,Role-Playing,PC,Bethesda Softworks,Bethesda Softworks
Batman: Arkham City,8.7,27,2464,4.41,5,21,205,1380,619,4,1391,192,2548,1421,100,152,31,2011,10,18,2020,8,30,1,0,Action Adventure,macOS,Warner Bros. Interactive,Warner Bros. Interactive
Planescape: Torment,9.2,22,1049,4.33,5,2,0,169,584,0,170,39,103,96,58,44,14,1999,1,1,2020,10,10,0,0,Role-Playing,iOS,Interplay Productions,Overhaul Games
Gears of War 3,8.0,96,1750,4.21,4,16,82,422,652,10,423,52,1305,375,32,50,8,2011,9,20,2020,7,31,1,0,Action,Xbox 360,Microsoft Studios,Epic Games
Killzone 2,8.1,94,1672,4.01,4,7,74,146,683,0,149,26,549,172,23,26,2,2009,2,25,2020,5,30,1,0,Action,PlayStation 3,Sony Computer Entertainment,Guerrilla Games
Neverwinter Nights,8.1,34,610,4.19,4,0,0,88,563,1,90,7,19,86,16,32,1,2002,6,1,2020,8,17,0,0,Role-Playing,iOS,Atari,BioWare
Batman: Arkham Asylum,8.9,70,1498,4.41,5,12,130,1508,657,4,1522,168,2028,1484,98,142,33,2009,8,25,2019,10,22,0,0,Action Adventure,macOS,Feral Interactive,Feral Interactive
Castlevania: Aria of Sorrow,8.8,29,185,4.38,5,0,0,100,380,19,102,22,36,114,36,10,4,2003,5,6,2019,11,1,1,1,Action,Game Boy Advance,Konami,Konami Digital Entertainment
No One Lives Forever 2: A Spy in H.A.R.M.'s Way,8.7,29,241,4.3,4,0,0,71,446,0,71,11,16,76,17,6,2,2002,10,2,2020,5,17,1,1,Action,PC,Sierra Entertainment,Monolith Productions
INSIDE,8.4,18,785,4.4,5,4,42,1610,327,0,1633,275,2578,1544,342,113,38,2016,6,28,2020,7,4,0,0,Action,iOS,Playdead,Playdead
Legacy of Kain: Soul Reaver,8.9,17,205,4.12,5,1,0,163,559,4,163,107,1127,112,36,57,2,1999,8,16,2019,9,17,1,0,Action Adventure,PC,Square Enix,Sony Interactive Entertainment
Dragon Age: Origins,8.7,67,4378,4.39,5,8,205,1251,669,3,1255,215,2765,1043,121,338,49,2009,11,3,2020,8,3,1,0,Role-Playing,Xbox One,Electronic Arts,BioWare
Golden Sun,9.0,29,285,4.35,5,90,0,67,241,2,68,18,27,66,19,16,6,2001,8,1,2019,9,17,1,0,Role-Playing,Game Boy Advance,Nintendo,Camelot Software Planning
Rayman Legends,8.7,23,361,4.15,4,5,294,1121,491,4,1128,252,3187,592,94,378,100,2013,8,29,2019,11,21,1,1,Action,PC,Ubisoft Entertainment,Ubisoft
F1 2020,7.1,20,84,4.07,5,7,151,15,95,0,15,3,232,2,18,6,14,2020,7,10,2020,11,7,1,1,Racing,PC,Codemasters,Codemasters
Mark of the Ninja,8.0,14,1077,3.99,4,5,76,589,530,0,595,199,3009,389,68,214,15,2012,9,7,2019,9,17,0,1,Action,Xbox 360,Microsoft Studios,Klei Entertainment
The Legend of Zelda: A Link Between Worlds,9.0,81,1505,4.37,5,26,0,267,369,19,270,56,117,303,54,37,19,2013,11,22,2019,9,17,1,1,Action RPG,Nintendo 3DS,Nintendo,Nintendo
Spelunky 2,7.0,15,52,4.13,4,2,34,29,196,1,30,11,210,4,46,7,20,2020,9,15,2020,10,23,0,0,Action,PC,Mossmouth,BlitWorks
Dark Souls II,7.2,36,2703,4.07,4,45,76,473,651,2,477,91,1159,397,78,145,17,2014,3,11,2020,7,26,0,1,Action RPG,PC,Bandai Namco Entertainment,BANDAI NAMCO Entertainment America
Castlevania: Circle of the Moon,8.5,22,90,4.07,4,0,0,28,429,19,29,8,13,39,8,6,3,2001,3,21,2019,8,28,1,0,Action,Game Boy Advance,Konami,Konami Digital Entertainment
Resident Evil 2,8.9,85,3507,4.47,5,11,28,1177,560,22,1194,233,1162,903,685,115,122,2019,1,25,2019,9,17,1,1,Action Adventure,PC,Capcom,Capcom
Far Cry 3,8.6,39,1406,4.23,4,16,89,1726,648,7,1740,174,3836,1940,114,302,42,2012,11,28,2020,8,3,1,1,Action,PC,Ubisoft Entertainment,Ubisoft
Dark Souls II,8.1,69,1266,4.07,4,45,76,473,651,2,477,91,1159,397,78,145,17,2014,3,11,2020,7,26,0,1,Action RPG,PC,Bandai Namco Entertainment,BANDAI NAMCO Entertainment America
Shovel Knight: Treasure Trove,8.2,17,425,4.33,5,5,152,247,400,2,252,45,624,164,69,61,36,2014,6,25,2019,9,17,0,0,Action,Xbox One,Yacht Club Games,Yacht Club Games
